title,native_title,rating,genres,directors,screenwriters,episodes,aired,aired_on,original_network,duration,content_rat,rank,popularity,watchers
A Superior Day(2022),우월한 하루,7.0,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Jo Nam Hyung'],['Lee Ji Hyun'],8,"Mar 13, 2022 - May  1, 2022",Sunday,['OCN'],60 min.,18+ Restricted (violence & profanity),#9341,#3059,"4,723"
Recipe for Youth(2021),청춘 레시피,6.9,"['Comedy', 'Romance']",,,10,"Mar 14, 2021",Sunday,,10 min.,15+ - Teens 15 or older,#9555,#5205,"2,153"
Love (ft. Marriage and Divorce) Season 3(2022),결혼작사 이혼작곡3,6.9,"['Romance', 'Life', 'Drama']","['Yoo Jung Joon', 'Oh Sang Won']",['Im Sung Han'],16,"Feb 26, 2022 - May  1, 2022","Saturday, Sunday",['TV Chosun'],1 hr. 10 min.,15+ - Teens 15 or older,#9546,#4327,"2,882"
Sweet Munchies(2020),야식남녀,6.9,"['Food', 'Comedy', 'Romance', 'Life']",['Song Ji Won'],['Park Seung Hye'],12,"May 25, 2020 - Jun 30, 2020","Monday, Tuesday","['jTBC', 'Viki']",1 hr. 5 min.,15+ - Teens 15 or older,#9589,#2343,"6,437"
Touch Me if You Can(2020),터치 미 이프 유 캔,6.9,"['Romance', 'Fantasy']",,,6,"Nov  5, 2020 - Dec 10, 2020",Thursday,"['Naver TV Cast', 'vLive']",8 min.,15+ - Teens 15 or older,#9446,#4395,"2,819"
Oh! My Assistant(2022),오! 나의 어시님,6.8,"['Comedy', 'Romance']",['Joo Sung Min'],['Jung Yoo Kyung'],8,"Dec  1, 2022 - Dec 23, 2022","Thursday, Friday",,15 min.,Not Yet Rated,#9652,#1075,"15,539"
SF8: Empty Body(2020),에스에프에잇: 인간 증명,6.8,"['Sci-Fi', 'Family']",['Kim Eui Seok'],,1,"Oct  9, 2020",Friday,"['MBC', 'Wavve']",53 min.,15+ - Teens 15 or older,#9648,#8484,977
Behind Cut(2021),비하인드 컷,6.8,['Romance'],['Han Woo Im'],,8,"Dec 28, 2021 - Jan 19, 2022","Tuesday, Wednesday",,15 min.,15+ - Teens 15 or older,#9717,#1059,"15,725"
Star Struck(2023),스타스트럭,6.8,"['Romance', 'Youth']","['Park Sun Jae', 'Kim Hoon Gwang']",['Jung Hyun Woo'],8,"May 18, 2023 - Jun  8, 2023",Thursday,,17 min.,15+ - Teens 15 or older,#9770,#1226,"13,656"
The Interest of Love(2022),사랑의 이해,6.9,"['Romance', 'Life', 'Drama', 'Melodrama']",['Jo Young Min'],"['Lee Hyun Jung', 'Lee Seo Hyun']",16,"Dec 21, 2022 - Feb  9, 2023","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 16 min.,Not Yet Rated,#9603,#1043,"15,837"
My Fuxxxxx Romance(2020),마이 퍽킹 로맨스,6.9,"['Romance', 'Drama']",['Baek Min Hee'],,6,"Oct 11, 2020 - Oct 29, 2020","Thursday, Sunday","['Naver TV Cast', 'vLive']",15 min.,15+ - Teens 15 or older,#9380,#3739,"3,548"
Love (ft. Marriage and Divorce)(2021),결혼작사 이혼작곡,6.9,"['Mystery', 'Romance', 'Drama']",['Yoo Jung Joon'],['Im Sung Han'],16,"Jan 23, 2021 - Mar 14, 2021","Saturday, Sunday","['Netflix', 'TV Chosun']",1 hr. 10 min.,15+ - Teens 15 or older,#9505,#1933,"8,169"
"Now, We Are Breaking Up(2021)",지금 헤어지는 중입니다,6.8,"['Romance', 'Drama', 'Melodrama']",['Lee Gil Bok'],['Je In'],16,"Nov 12, 2021 - Jan  8, 2022","Friday, Saturday","['SBS', 'ViuTV']",60 min.,15+ - Teens 15 or older,#9769,#621,"24,417"
Miss Monte-Cristo(2021),미스 몬테크리스토,6.9,"['Thriller', 'Romance', 'Drama', 'Melodrama']",['Park Gi Ho'],['Jung Hye Won'],100,"Feb 15, 2021 - Jul  2, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],35 min.,15+ - Teens 15 or older,#9499,#5830,"1,809"
Your Playlist(2021),너의 재생목록,6.7,"['Music', 'Romance', 'Youth']",['Kwak Bong Cheol'],,8,"Oct 15, 2021 - Nov  5, 2021",Friday,,10 min.,G - All Ages,#9869,#5888,"1,784"
Somebody(2022),썸바디,6.9,"['Thriller', 'Mystery', 'Psychological', 'Mature']",['Jung Ji Woo'],['Han Ji Wan'],8,"Nov 18, 2022",Friday,['Netflix'],55 min.,18+ Restricted (violence & profanity),#9453,#839,"19,300"
Ocean Likes Me(2022),오션라이크미,6.7,"['Food', 'Romance', 'Drama']",['Lee Su Ji'],['Team Wol Pi Dong'],8,"Apr 26, 2022 - May 18, 2022","Tuesday, Wednesday",,15 min.,13+ - Teens 13 or older,#9813,#1152,"14,406"
How Are You Bread(2020),하와유브레드,6.7,"['Food', 'Romance', 'Drama', 'Fantasy']",['Kim Young Joon'],"['Kang Soo Yeon', 'Wei Jun']",5,"Jan 17, 2020 - Feb 15, 2020",Saturday,"['Naver TV Cast', 'Viki']",42 min.,13+ - Teens 13 or older,#9865,#2170,"7,042"
Delivery(2021),딜리버리,6.7,"['Action', 'Comedy', 'Martial Arts', 'Sci-Fi']",,,8,"Nov 12, 2021",Friday,,9 min.,Not Yet Rated,#9907,#7178,"1,303"
Red Shoes(2021),빨강 구두,6.9,"['Romance', 'Drama', 'Family', 'Melodrama']",['Park Ki Hyun'],['Hwang Soon Young'],100,"Jul  5, 2021 - Dec 10, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],35 min.,15+ - Teens 15 or older,#9605,#8260,"1,023"
I  Can See Your MBTI(2021),너의 MBTI가 보여,6.7,"['Romance', 'Youth']",['Kim Gun Woo'],['Park Eun Woo'],2,"Feb 13, 2021 - Feb 20, 2021",Saturday,['SBS'],11 min.,15+ - Teens 15 or older,#9909,#4675,"2,559"
The Sweet Blood(2021),달달한 그놈,6.7,"['Romance', 'Youth', 'Supernatural']",['Ha Han Me'],['Hwang Da Seul'],15,"Mar 24, 2021 - May 12, 2021","Wednesday, Saturday","['Naver TV Cast', 'vLive']",10 min.,15+ - Teens 15 or older,#9932,#1060,"15,716"
When I Was the Most Beautiful(2020),내가 가장 예뻤을 때,6.7,"['Romance', 'Drama', 'Melodrama']","['Oh Kyung Hoon', 'Song Yeon Hwa']",['Jo Hyun Kyung'],32,"Aug 19, 2020 - Oct 15, 2020","Wednesday, Thursday",['MBC'],35 min.,15+ - Teens 15 or older,#9886,#1963,"7,974"
Between Him and Her(2023),남과 여,6.8,"['Romance', 'Youth', 'Drama']",['Lee Yoo Yeon'],,12,"Dec 26, 2023 - Mar 15, 2024",Friday,['Channel A'],60 min.,15+ - Teens 15 or older,#9710,#4403,"2,805"
Bump Up Business(2023),범프 업 비즈니스,6.9,"['Music', 'Romance']",['Lee Chang Han'],,8,"Oct 20, 2023",Friday,,15 min.,15+ - Teens 15 or older,#9596,#1402,"11,699"
Lover of the Palace(2020),궁궐의연인,6.9,"['Comedy', 'Romance']",,,10,"Jan  3, 2020 - Jan 17, 2020",,,10 min.,Not Yet Rated,#9609,#8910,895
The Impossible Heir(2024),로얄로더,6.7,"['Thriller', 'Business', 'Drama', 'Political']",['Min Yeon Hong'],['Choi Won'],12,"Feb 28, 2024 - Apr  3, 2024",Wednesday,"['Disney+', 'Hulu']",1 hr. 1 min.,15+ - Teens 15 or older,#9812,#692,"22,317"
A Good Supper(2021),밥이 되어라,6.5,"['Romance', 'Drama', 'Family']",['Baek Ho Min'],['Ha Chung Ok'],120,"Jan 11, 2021 - Jul  1, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",['MBC'],30 min.,15+ - Teens 15 or older,#10110,#8050,"1,072"
Bad Girlfriend(2022),배드걸프렌드,6.5,"['Romance', 'Drama']",['Lee Si Young'],['Park Jung Yoon'],12,"Jul  5, 2022 - Aug 11, 2022","Tuesday, Thursday","['Naver TV Cast', 'Viki', 'vLive']",15 min.,15+ - Teens 15 or older,#10136,#3393,"4,062"
Goedam(2020),도시괴담,6.5,"['Thriller', 'Horror', 'Psychological', 'Supernatural']",['Hong Won Gi'],,8,"Aug 20, 2020",Thursday,['Netflix'],10 min.,18+ Restricted (violence & profanity),#10141,#2198,"6,970"
A Beauty of Revenge(2021),복수여신,6.4,"['Romance', 'Youth']",,,5,"Oct  5, 2021 - Nov  2, 2021",Tuesday,,10 min.,Not Yet Rated,#10191,#4397,"2,817"
Star With a Secret(2020),수상한 한류스타,6.7,"['Comedy', 'Romance', 'Fantasy', 'Supernatural']",,,5,"Dec 27, 2020 - Dec 31, 2020","Monday, Tuesday, Wednesday, Thursday, Sunday",,15 min.,Not Yet Rated,#9852,#4829,"2,434"
Oh My Ladylord(2021),오! 주인님,6.7,"['Comedy', 'Romance', 'Fantasy', 'Melodrama']",['Oh Da Young'],['Jo Jin Kook'],16,"Mar 24, 2021 - May 13, 2021","Wednesday, Thursday","['iQiyi', 'MBC']",1 hr. 20 min.,15+ - Teens 15 or older,#9871,#1254,"13,338"
Woo Ri the Virgin(2022),우리는 오늘부터,6.4,"['Comedy', 'Romance', 'Drama', 'Melodrama']",['Jung Jung Hwa'],['Jang Ah Mi'],14,"May  9, 2022 - Jun 21, 2022","Monday, Tuesday",['SBS'],1 hr. 10 min.,15+ - Teens 15 or older,#10229,#984,"16,555"
Discipline Z: Vampire(2020),디시플린 Z: 벙피르,6.2,"['Mystery', 'Romance', 'Sci-Fi', 'Supernatural']",['Han Jae Woon'],,6,"Oct 30, 2020 - Dec 18, 2020",Friday,,20 min.,13+ - Teens 13 or older,#10307,#3015,"4,782"
Sponsor(2022),스폰서,6.4,"['Thriller', 'Romance', 'Drama']",['Kwak Gi Won'],['Park Gye Hyung'],12,"Feb 23, 2022 - Apr  6, 2022","Wednesday, Thursday","['MBN', 'Viki']",56 min.,15+ - Teens 15 or older,#10227,#4466,"2,740"
Love Alarm Season 2(2021),좋아하면 울리는 2,6.0,"['Romance', 'Youth', 'Drama']","['Kim Jin Woo', 'Park Yoo Young']","['Cha Yeon Soo', 'Kim Seo Hee', 'Kwon Ji Young']",6,"Mar 12, 2021",Friday,['Netflix'],57 min.,15+ - Teens 15 or older,#10355,#190,"53,459"
Blue of Winter(2022),유도 소년,5.8,"['Romance', 'Youth', 'Martial Arts', 'Sports']",,,5,"Mar 15, 2022 - Mar 29, 2022","Tuesday, Thursday",['Viki'],10 min.,Not Yet Rated,#10381,#1938,"8,145"
Love Is Like a Cat(2024),사랑은 고양이처럼,5.9,"['Comedy', 'Romance', 'Drama']",['Kwon Nam Ki'],,12,"Apr  1, 2024 - May  6, 2024",Monday,,15 min.,Not Yet Rated,#10367,#1779,"8,969"
tvN O'PENing: Shoot Me(2023),나를 쏘다,7.7,['Sports'],,,2,"Jul 13, 2023",Thursday,"['TVING', 'tvN']",1 hr. 7 min.,15+ - Teens 15 or older,#79974,#14028,369
Drama Special Season 14: Shoot For Love(2023),드라마 스페셜 2023: 도현의 고백,7.5,"['Life', 'Drama', 'Sports']",,,1,"Oct 28, 2023",Saturday,['KBS2'],,Not Yet Rated,#83067,#18614,201
Bio Homme(2021),바이오옴므,7.2,"['Psychological', 'Life', 'Drama']",,,8,"Apr  2, 2021 - May 21, 2021",Friday,"['Naver TV Cast', 'vLive']",15 min.,Not Yet Rated,#89133,#12691,454
School Strange Stories: 8th Anniversary(2020),학교괴담 - 8년,7.2,"['Mystery', 'Horror', 'Drama', 'Supernatural']",['Lee Chul Min'],,2,"Sep 12, 2020 - Sep 13, 2020","Saturday, Sunday",['TV Chosun'],60 min.,18+ Restricted (violence & profanity),#89757,#12811,444
Elegant Empire(2023),우아한 제국,7.0,"['Romance', 'Drama']",['Park Gi Ho'],['Han Young Mi'],105,"Aug  7, 2023 - Jan 19, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],40 min.,15+ - Teens 15 or older,#9185,#6185,"1,653"
High! Touch(2021),하이!터치,7.3,"['Romance', 'Youth', 'Drama']",['Kim Sang Yoon'],,6,"Feb 19, 2021 - Apr 23, 2021",Friday,['Naver TV Cast'],4 min.,15+ - Teens 15 or older,#41142,#17900,221
Diamond Hotel(2021),다이아몬드 호텔,8.0,"['Mystery', 'Romance', 'Melodrama']",,,2,"Sep 18, 2021",Saturday,,60 min.,Not Yet Rated,#41257,#17507,233
Drama Stage Season 4: Park Seong Shil's Industrial Revolution(2021),드라마 스테이지 2021: 박성실 씨의 사차 산업혁명,8.3,['Drama'],['Park Ji Hyun'],['Song Young Joon'],1,"Mar 16, 2021",Tuesday,['tvN'],60 min.,15+ - Teens 15 or older,#74574,#99999,118
Drama Stage Season 3: I Object(2020),드라마 스테이지 2020 - 이의있습니다,7.9,['Drama'],['Jang Yang Ho'],,1,"Jan 22, 2020",Wednesday,['tvN'],,Not Yet Rated,#78181,#99999,125
Korea-Khitan War(2023),고려 거란 전쟁,8.1,"['Action', 'Military', 'Historical', 'War']","['Jeon Woo Sung', 'Kim Han Sol']",['Lee Jung Woo'],32,"Nov 11, 2023 - Mar 10, 2024","Saturday, Sunday",['KBS2'],60 min.,15+ - Teens 15 or older,#2069,#4701,"2,541"
Actor:eal(2024),Actor:eal,7.6,"['Romance', 'Life']",,,2,"Feb 29, 2024 - Mar  9, 2024",,,4 min.,Not Yet Rated,#4943,#8789,916
Drama Special Season 11: My Teacher(2020),드라마 스페셜 - 나의 가해자에게,7.9,['Drama'],['Na Su Ji'],['Kang Han'],1,"Nov 19, 2020",Thursday,['KBS2'],1 hr. 5 min.,15+ - Teens 15 or older,#78274,#14444,348
Our D-Day(2023),우리의 디데이,7.8,"['Comedy', 'Youth', 'Drama']",['Baek Min Hee'],,6,"Jan 26, 2023 - Feb 10, 2023","Thursday, Friday",,17 min.,Not Yet Rated,#78811,#10481,660
Drama Stage Season 3: My Husband Got Kim Hee Sun(2020),드라마 스테이지 2020 - 남편에게 김희선이 생겼어요,7.5,['Drama'],['Kim Jung Wook'],,1,"Jan  1, 2020",Wednesday,['tvN'],60 min.,15+ - Teens 15 or older,#82960,#99999,166
Friendly Police(2021),친절한 경찰,7.7,"['Thriller', 'Psychological', 'Drama']",['Lim Kyeong Taek'],,1,"Dec  9, 2021",Thursday,,1 hr. 44 min.,Not Yet Rated,#80602,#99999,150
"Drama Stage Season 4: EP, Hi Dorothy(2021)","드라마 스테이지 2021 - EP, 안녕 도로시",7.6,"['Psychological', 'Drama']",['Kim Yoon Jin'],['Baek Yi Shin'],1,"Mar 10, 2021",Wednesday,['tvN'],60 min.,15+ - Teens 15 or older,#82076,#99999,148
Only You(2022),너뿐이개,7.6,['Life'],,,2,"Nov 28, 2022 - Nov 30, 2022",,,14 min.,Not Yet Rated,#81540,#15265,311
"Everyone, at Least Once(2022)",누구나 한번쯤,7.6,"['Romance', 'Drama']",,,13,"Aug 12, 2022 - Nov  9, 2022",Friday,,8 min.,Not Yet Rated,#82611,#99999,71
Drama Stage Season 3: Blackout(2020),드라마 스테이지 2020 - 블랙아웃,7.5,"['Mystery', 'Drama']",['Park Bong Sub'],,1,"Jan  8, 2020",Wednesday,['tvN'],60 min.,15+ - Teens 15 or older,#83168,#17655,228
Drama Stage Season 4: Mint Condition(2021),드라마 스테이지 2021 - 민트 컨디션,7.5,"['Comedy', 'Fantasy']",['Jung Hyung Geon'],['Bang So Min'],1,"Mar  3, 2021",Wednesday,['tvN'],1 hr. 17 min.,15+ - Teens 15 or older,#82912,#13424,405
Someone Is Stalking Me(2023),스토커와 같은 반이 됐다,7.6,"['Romance', 'Youth']",,,1,"Jan 26, 2023",,,9 min.,Not Yet Rated,#82620,#99999,31
Drama Special Season 12: TV Cinema - F20(2021),드라마 스페셜 - TV시네마-F20,7.4,"['Thriller', 'Horror', 'Psychological', 'Drama']",['Hong Eun Mi'],['Chae Woo'],1,"Oct  6, 2021",Wednesday,['KBS2'],1 hr. 45 min.,Not Yet Rated,#84394,#99999,183
Drama Stage Season 4: Attention Hog(2021),드라마 스테이지 2021 - 관종,7.4,"['Comedy', 'Drama']",['Lee Ye Rim'],['Lee Bom'],1,"Mar 17, 2021",Wednesday,['tvN'],60 min.,15+ - Teens 15 or older,#84442,#12271,484
Mothers(2020),외출,7.4,"['Drama', 'Family', 'Melodrama']",['Jang Jung Do'],['Ryu Bo Ri'],2,"May  4, 2020 - May  5, 2020",,['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#85617,#15919,284
Four Lords: The Destiny Changer(2024),사주왕,7.4,"['Mystery', 'Romance', 'Youth', 'Fantasy']",['Park Sun Jae'],,6,"Mar 15, 2024",Friday,['Watcha'],27 min.,Not Yet Rated,#85298,#10155,696
To The X Who Hated Me: E Jae X Woo Ri(2024),@나를 싫어했던 X에게,7.5,['Drama'],,,2,"May  1, 2024 - May  8, 2024",Wednesday,,8 min.,Not Yet Rated,#84053,#14977,325
Drama Stage Season 3: Communication Range Breakaway(2020),드라마 스테이지 2020 - 통화권 이탈,7.2,['Drama'],,,1,"Jan 29, 2020",Wednesday,['tvN'],60 min.,15+ - Teens 15 or older,#89042,#99999,119
Strong Underdog(2023),"셔틀, 최강의 셔틀",7.4,"['Action', 'Comedy', 'Youth']",['Ryu Kwang Hyun'],,6,"Apr 17, 2023 - May 27, 2023",,,22 min.,13+ - Teens 13 or older,#6832,#11086,591
I'm Done(2022),주미 다 했다,7.4,"['Comedy', 'Youth']",,['Kim Sa Ra'],6,"Jan  4, 2022 - Jan 21, 2022","Tuesday, Friday",,9 min.,Not Yet Rated,#85642,#99999,144
To the X Who Hated Me: Yoon Oh X Jane(2024),[나를 싫어했던 X에게] 윤오X재인,7.1,['Drama'],,,3,"May 22, 2024 - May 29, 2024",Wednesday,,9 min.,Not Yet Rated,#90588,#99999,79
The Third Marriage(2023),세 번째 결혼,7.1,"['Romance', 'Melodrama']",['Lee Jae Jin'],['Seo Hyun Joo'],132,"Oct 23, 2023 - May  3, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",['MBC'],35 min.,15+ - Teens 15 or older,#8882,#6579,"1,499"
Drama Special Season 14: No Path Back(2023),드라마 스페셜 2023: 극야,7.1,"['Crime', 'Drama']",['Choi Jung Eun'],,1,"Oct 14, 2023",Saturday,['KBS2'],1 hr. 5 min.,15+ - Teens 15 or older,#90359,#99999,119
Have a Good Neighbor(2022),서이추,7.2,"['Romance', 'Drama']",,,3,"Oct  4, 2022 - Nov 15, 2022",,,9 min.,Not Yet Rated,#89471,#99999,178
Turned on by You(2022),밝히는 ㄴ 시즌1,7.2,['Romance'],,,6,"Apr 21, 2022 - May 26, 2022",Thursday,"['Naver TV Cast', 'vLive']",8 min.,Not Yet Rated,#89970,#18586,202
Just Friend(2021),사친사친,7.0,"['Comedy', 'Romance']",,,10,"Apr 26, 2021 - May 24, 2021",Monday,,5 min.,Not Yet Rated,#92893,#99999,161
School Strange Stories: Karma(2020),학교기담 - 응보,7.1,"['Horror', 'Drama']",['Han Sang Hee'],,2,"Sep 26, 2020 - Sep 27, 2020","Saturday, Sunday","['Genie TV', 'TV Chosun']",60 min.,18+ Restricted (violence & profanity),#91780,#12935,435
Wannabe U(2020),너라서 좋아,7.1,"['Music', 'Life', 'Youth']",,,6,"Aug 26, 2020 - Oct  7, 2020",Wednesday,['Naver TV Cast'],12 min.,13+ - Teens 13 or older,#91633,#12771,447
To Be Honest(2023),솔직하게 말해서,6.9,"['Youth', 'Drama']",,,3,"Jun 30, 2023 - Jul 14, 2023",Friday,,10 min.,Not Yet Rated,#93594,#99999,127
You I Didn't Know(2020),내가 몰랐던 너,6.7,"['Comedy', 'Romance', 'Youth']",['Jung Sung Bin'],,3,"Aug 12, 2020 - Sep  2, 2020",,,8 min.,Not Yet Rated,#95948,#15760,291
Ongoing Loved One(2022),사랑했다는 현재진행형,6.6,"['Romance', 'Youth', 'Fantasy']",,,7,"Aug 26, 2022",Friday,['Naver TV Cast'],15 min.,Not Yet Rated,#97682,#12278,484
It Was Spring(2023),시작은 첫키스,6.5,"['Comedy', 'Romance', 'Youth', 'Drama']",['Park Joon Sik'],,8,"May  8, 2023 - Jun 26, 2023",Monday,['KBS1'],17 min.,Not Yet Rated,#98200,#12749,449
202020 BoA(2020),202020 BoA,8.8,"['Music', 'Documentary']",,,1,"Nov 12, 2020",,,30 min.,Not Yet Rated,#72540,#99999,48
X: New World(2022),X: 신세계,8.8,"['Mystery', 'Comedy']",,,3,"Jun  5, 2022 - Jun 19, 2022",Sunday,,30 min.,G - All Ages,#72483,#99999,95
Thorough Investigation(2022),밀착수사,8.7,['Mystery'],,,1,"Oct 27, 2022",Thursday,,2 min.,Not Yet Rated,#72835,#15225,313
Broken Friendship(2022),흔들린 우정,8.7,"['Life', 'Youth']",,,1,"Oct 26, 2022",Wednesday,,2 min.,Not Yet Rated,#72827,#13537,398
Brotherly Secret(2022),형제의 비밀,8.6,['Family'],,,1,"Oct 25, 2022",Tuesday,,2 min.,Not Yet Rated,#72953,#15734,292
The Birth of a Nation(2021),국가의 탄생,8.6,"['Comedy', 'Sitcom']",,,2,"Nov  1, 2021",Monday,,27 min.,Not Yet Rated,#72946,#14655,339
"X: Endline, New Beginning(2021)",X: 끝의 시작,8.7,['Mystery'],,,2,"Dec 19, 2021 - Dec 26, 2021",Sunday,,30 min.,Not Yet Rated,#72809,#99999,102
Hospital Playlist 2: Special(2021),슬기로운 의사생활 시즌2 : 스페셜,8.4,['Documentary'],,,1,"Sep 23, 2021",Thursday,['tvN'],,Not Yet Rated,#74216,#16646,258
SM Culture Universe: aespa(2021),SM CULTURE UNIVERSE - aespa Season 1,8.4,['Music'],,,3,"May 14, 2021 - Feb 23, 2023",,,14 min.,Not Yet Rated,#73761,#17556,231
Girlfriend Project Day 1 Commentary(2022),오늘부터 여자친구 코멘터리,8.4,['Documentary'],,,1,"Sep 30, 2022",Friday,,24 min.,Not Yet Rated,#74196,#99999,48
tvN O'PENing: 2:15(2023),2시 15분,8.4,['Melodrama'],,,1,"Jul 13, 2023",Thursday,"['TVING', 'tvN']",1 hr. 11 min.,15+ - Teens 15 or older,#74175,#14574,342
Hospital Playlist 2 Special(2021),슬기로운 의사생활++ Special,8.1,['Documentary'],,,1,"Jul 29, 2021",Thursday,['tvN'],2 hr. 0 min.,G - All Ages,#2025,#11048,596
